"diam$X"	"R0"	"R10"	"R20"	"R30"	"R40"	"R60"	"R90"
"1692"	"YCR052W"	1.42	1.28	1.21	1.18	1.33	1.2	1.42
"1693"	"YCR054C"	0.39	0.23	0.21	0.23	0.26	0.31	0.36
"1694"	"YCR059C"	1.36	1.03	0.65	0.84	0.89	1.83	1.6
"1695"	"YCR061W"	0	0	0	0	0	0	0
"1696"	"YCR062W"	0	0	0	0	0	0	0
"1697"	"YCR063W"	0.49	0.32	0.27	0.37	0.39	0.51	0.37
"1698"	"YCR064C"	0	0	0	0	0	0	0
"1699"	"YCR065W"	0.77	0.46	0.53	0.6	0.73	0.51	0.79
"1700"	"YCR066W"	0.95	0.95	1.22	1.05	1.19	1.08	0.92
"1701"	"YCR067C"	0.99	1.05	1.13	1.21	1.19	0.9	0.86
"1702"	"YCR068W"	0.26	0.19	0.27	0.35	0.37	0.29	0.32
"1703"	"YCR069W"	1.11	1.55	1.52	1.55	1.61	1.42	1.25
"1704"	"YCR071C"	0.94	1.47	1.46	1.46	1.46	1.23	0.92
"1705"	"YCR072C"	1.27	0.38	0.24	0.46	0.47	0.93	0.96
"1706"	"YCR075C"	0.69	1.11	1.11	1.07	1.12	0.77	0.8
"1707"	"YCR076C"	0.98	1.89	1.91	1.71	1.89	1.78	1.46
"1708"	"YCR077C"	1.41	0.92	0.97	1.1	1.19	1.38	1.25
"1709"	"YCR079W"	0.81	1.19	1.37	1.22	1.34	1.13	0.98
"1710"	"YCR081W"	0.72	0.76	0.77	0.76	0.74	0.8	0.72
"1711"	"YCR082W"	3	5.47	6.33	6.33	7.43	6.74	4.57
"1712"	"YCR083W"	0	0	0	0	0	0	0
"1713"	"YCR085W"	0	0	0	0	0	0	0
"1714"	"YCR086W"	0.65	0.75	0.83	0.79	0.73	0.72	0.8
"1715"	"YCR087W"	1.13	0.92	0.57	0.57	0.59	0.75	0.98
"1716"	"YCR089W"	0.67	0.7	0.73	0.67	0.63	0.61	0.83
"1717"	"YCR090C"	2.51	3.31	2.56	2.63	2.36	2.61	2.46
"1718"	"YCR091W"	0.22	0.39	0.61	0.5	0.32	0.2	0.24
"1719"	"YCR092C"	0.58	0.5	0.51	0.58	0.64	0.43	0.57
"1720"	"YCR094W"	0.77	0.57	0.59	0.59	0.7	0.6	0.81
"1721"	"YCR095C"	0.84	0.77	0.77	0.7	0.72	0.77	0.78
"1722"	"YCR096C"	1.61	1.61	1.79	1.73	2.1	2.33	2.19
"1723"	"YCR098C"	0.21	0.17	0.27	0.41	0.65	0.82	0.28
"1724"	"YCR099C"	0.53	0.39	0.44	0.44	0.46	0.4	0.41
"1725"	"YCR100C"	0	0	0	0	0	0	0
"1726"	"YCR101C"	0	0	0	0	0	0	0
"1727"	"YCR102C"	0.44	2.42	2.54	1.97	2.11	2.74	3.77
"1728"	"YCR103C"	0	0	0	0	0	0	0
"1729"	"YCR104W"	1.96	1.9	1.82	2.05	2.11	2.23	2.13
"1730"	"YCR105W"	0.28	0.27	0.35	0.46	0.42	0.4	0.36
"1731"	"YCR106W"	0	0	0	0	0	0	0
"1732"	"YCR107W"	0	0	0	0	0	0	0
"1733"	"YDL001W"	0.82	0.61	0.58	0.57	0.62	0.58	0.7
"1734"	"YDL002C"	1.61	1.53	1.42	1.22	1.3	1.3	1.38
"1735"	"YDL003W"	1.21	0.74	0.59	0.51	0.82	0.55	1.24
"1736"	"YDL005C"	1.25	1.02	0.99	0.8	1.07	0.69	1.05
"1737"	"YDL006W"	0.89	1.12	0.89	0.89	0.83	0.89	0.89
"1738"	"YDL007W"	3.78	7.3	9.37	8.33	9.24	8.33	5.35
"1739"	"YDL008W"	1.65	2.26	1.89	1.88	1.97	2.46	1.83
"1740"	"YDL009C"	1.01	1.49	1.54	1.19	1.19	1.02	0.95
"1741"	"YDL010W"	1.31	1.9	1.95	1.69	1.55	1.21	1.31
"1742"	"YDL011C"	1.03	1.27	1.22	1.18	1.07	0.91	0.81
"1743"	"YDL012C"	2.09	2.3	1.67	1.55	1.73	2.21	2.4
"1744"	"YDL013W"	1.31	0.87	0.98	0.98	1.05	0.94	1.28
"1745"	"YDL014W"	11.29	8.68	3.97	3.05	4.62	8.27	10.76
"1746"	"YDL015C"	3.92	3.76	3.3	3.68	3.76	3.95	3.76
"1747"	"YDL016C"	5.74	6.59	4.89	5.5	4.99	5.46	5.39
"1748"	"YDL017W"	0.37	0.3	0.27	0.27	0.33	0.39	0.36
"1749"	"YDL018C"	1.26	2.13	2.23	2.04	1.96	1.18	1.29
"1750"	"YDL019C"	1.2	1.59	1.88	1.63	1.61	0.77	0.84
"1751"	"YDL020C"	1.11	3.17	2.98	2.86	2.65	1.64	2.4
"1752"	"YDL021W"	0.32	0.83	0.69	1.52	2.09	1.23	0.86
"1753"	"YDL022W"	5.77	17.85	17.97	17.24	12.71	5.65	7.1
"1754"	"YDL023C"	0	0	0	0	0	0	0
"1755"	"YDL024C"	0.69	0.6	0.7	1.32	1.42	1.34	1.03
"1756"	"YDL025C"	0.53	1.04	1.11	1.29	1.24	0.65	0.69
"1757"	"YDL026W"	0	0	0	0	0	0	0
"1758"	"YDL027C"	0.89	1.65	2.29	1.46	2.12	1.81	1.46
"1759"	"YDL028C"	2.2	2.5	2.76	2.42	2.72	2.2	2.2
"1760"	"YDL030W"	1.43	1.55	1.74	1.46	1.62	1.36	1.49
"1761"	"YDL031W"	1.93	0.75	0.62	0.67	0.73	1.33	1.4
"1762"	"YDL032W"	0	0	0	0	0	0	0
"1763"	"YDL034W"	0	0	0	0	0	0	0
"1764"	"YDL036C"	1.32	0	1.9	1.3	1.64	0	1.05
"1765"	"YDL037C"	0	0	0	0	0	0	0
"1766"	"YDL038C"	1.47	0.48	0.29	0.4	0.35	1.95	0.47
"1767"	"YDL039C"	2.22	0.75	0.38	0.44	0.47	3.03	0.93
"1768"	"YDL041W"	0.94	0.58	0.58	0.56	0.68	0.63	0.91
"1769"	"YDL043C"	0.97	0.81	0.78	0.77	0.8	0.88	0.78
"1770"	"YDL044C"	1.1	1.2	1.32	1.28	1.12	1.05	1
"1771"	"YDL045C"	0.86	1.24	1.21	1.15	1.11	1.23	0.93
"1772"	"YDL045W-A"	0	0	0	0	0	0	0
"1773"	"YDL047W"	1.34	1.13	1.11	0.96	1.32	1.8	1.19
"1774"	"YDL048C"	1.23	1.18	0.8	0	0.68	3.01	0.52
"1775"	"YDL049C"	0	0	0	0	0	0	0
"1776"	"YDL050C"	2.35	1.55	1.2	0.87	1.27	1.91	2.25
"1777"	"YDL052C"	2.05	2.49	2.82	2.63	2.8	2.32	2.51
"1778"	"YDL053C"	2	2.09	1.95	1.91	2.46	2.14	2.08
"1779"	"YDL054C"	1.39	1.72	2.02	2	1.79	1.89	1.63
"1780"	"YDL056W"	1.14	1.43	1.37	1.1	1.15	0.93	1.12
"1781"	"YDL057W"	0.67	0.63	0.84	0.83	0.95	1.18	0.87
"1782"	"YDL059C"	0.62	0.89	0.93	0.96	1	0.83	0.6
"1783"	"YDL061C"	18.54	24.46	15.06	9.27	9.08	15.91	13.02
"1784"	"YDL062W"	0	0	0	0	0	0	0
"1785"	"YDL063C"	1.67	0.42	0.38	0.35	0.4	1.15	0.92
"1786"	"YDL064W"	2.77	3.14	2.79	2.5	2.45	3.18	2.75
"1787"	"YDL067C"	3.72	5.99	4.45	3.49	3.74	3.69	3.23
"1788"	"YDL068W"	0	0	0	0	0	0	0
"1789"	"YDL069C"	1.41	1.68	1.42	1.13	1.65	1.48	1.35
"1790"	"YDL070W"	4.15	4.12	5.32	4.7	4.9	6.2	4.7
"1791"	"YDL071C"	0	0	0	0	0	0	0
"1792"	"YDL072C"	3.87	9.53	11.57	10.57	9.93	10.65	5.95
"1793"	"YDL074C"	1.84	1.61	1.41	1.01	1.31	0.98	1.37
"1794"	"YDL076C"	1.21	1.77	1.6	1.51	1.27	1.34	1.32
"1795"	"YDL079C"	0.93	2.23	1.36	1.27	1.15	0	0.54
"1796"	"YDL080C"	1.43	1.59	1.6	1.43	1.21	1.59	1.51
"1797"	"YDL084W"	6.75	7.75	6.43	5.11	5.48	5.67	6.7
"1798"	"YDL085W"	0	0	0	0	0	0	0
"1799"	"YDL087C"	0	0	0	0	0	0	0
"1800"	"YDL088C"	1	1.05	1.01	0.82	1.08	0.91	0.8
"1801"	"YDL089W"	1.37	1.73	1.62	2.14	2.15	1.15	1.43
"1802"	"YDL090C"	0.76	0.8	0.84	0.78	0.85	0.7	0.73
"1803"	"YDL091C"	0.84	1.24	1.35	1.37	1.37	1.12	0.81
"1804"	"YDL092W"	3.89	6.02	4.59	4.22	4.34	4.05	3.91
"1805"	"YDL093W"	1.38	0.88	0.93	1.12	0.91	0.86	1.19
"1806"	"YDL094C"	0.98	1.05	0.9	1.07	1.11	1.25	1.13
"1807"	"YDL095W"	2.62	1.8	2.14	2.84	3.43	3.01	3.24
"1808"	"YDL096C"	0	0	0	0	0	0	0
"1809"	"YDL097C"	2.74	5.34	5.53	5.8	6.13	4.91	3.07
"1810"	"YDL098C"	0.86	1.07	1.11	1.07	1.02	1.05	1.07
"1811"	"YDL099W"	1.13	1.11	1.25	1.29	1.47	1.05	1.25
"1812"	"YDL100C"	5.03	7.21	8.76	7.95	9.65	9.99	7.89
"1813"	"YDL101C"	0.66	0.68	0.72	0.67	0.7	0.49	0.73
"1814"	"YDL104C"	0	0	0	0	0	0	0
"1815"	"YDL105W"	1.03	0.76	0.75	0.8	0.75	0.59	0
"1816"	"YDL106C"	0	0	0	0	0	0	0
"1817"	"YDL107W"	0.66	0.97	0.88	0.99	0.73	0.66	0
"1818"	"YDL108W"	0	0	0	0	0	0	0
"1819"	"YDL111C"	1.87	1.3	1.06	1.11	1.43	2.12	1.71
"1820"	"YDL113C"	1.38	1.81	1.6	1.72	1.39	1.13	0.97
"1821"	"YDL114W"	0	0	0	0	0	0	0
"1822"	"YDL115C"	0.86	1.3	1.35	1.2	1.2	1.13	0
"1823"	"YDL116W"	0.97	1.43	1.1	0.93	0.88	0	0
"1824"	"YDL117W"	0.55	0.39	0.45	0.42	0.47	0	0
"1825"	"YDL118W"	0	0	0	0	0	0	0
"1826"	"YDL119C"	0.89	1.14	1.33	1.32	1.33	0	0
"1827"	"YDL120W"	1.34	2.05	1.66	1.62	0	0	0
"1828"	"YDL122W"	2.3	1.58	1.64	1.45	2.03	2.32	2.19
"1829"	"YDL123W"	0.94	0.99	1.05	1.14	1.2	1.55	1.04
"1830"	"YDL127W"	0.68	0.48	0.55	0.69	1.13	0.9	0.81
"1831"	"YDL128W"	2.1	2.38	2.59	3.23	3.56	3.39	2.25
"1832"	"YDL129W"	0.56	0.17	0.12	0.22	0.13	0.25	0.29
"1833"	"YDL130W"	0	0	0	0	0	0	0
"1834"	"YDL131W"	0	0	0	0	0	0	0
"1835"	"YDL133W"	0.95	1.19	1.36	1.24	1.34	0.93	0.91
"1836"	"YDL134C"	1.62	2.45	2.54	2.1	2.42	2	1.79
"1837"	"YDL135C"	2.05	2.82	2.52	2.28	2.28	2.34	2.21
"1838"	"YDL137W"	9.22	17.08	18.69	17.68	19.48	23.01	18.56
"1839"	"YDL138W"	1.25	0.89	1.23	1.16	1.11	0.93	0.91
"1840"	"YDL139C"	0.43	0.36	0.38	0.39	0.41	0.35	0.44
"1841"	"YDL141W"	0.81	0.58	0.65	0.66	0.72	0.66	0.75
"1842"	"YDL142C"	1.21	2.13	2.25	1.88	1.85	1.72	1.47
"1843"	"YDL144C"	1.98	2.86	3.28	3.22	3.19	3.7	2.06
"1844"	"YDL146W"	0.55	0.85	0.97	0.86	0.69	0.79	0.62
"1845"	"YDL147W"	4.45	7.38	8.02	8.54	7.91	7.91	5.63
"1846"	"YDL148C"	1.68	0.37	0.25	0.2	0.44	0.67	1.04
"1847"	"YDL149W"	0.6	0.64	0.75	0.75	0.83	0.58	0.51
"1848"	"YDL150W"	0.99	0.44	0.33	0.35	0.48	0.65	0.74
"1849"	"YDL151C"	0	0	0	0	0	0	0
"1850"	"YDL152W"	0.87	0.29	0.23	0.2	0.28	0.42	0.56
"1851"	"YDL154W"	0.59	0.45	0.55	0.48	0.35	0.42	0.45
"1852"	"YDL155W"	1.01	0.99	0.88	0.86	0.92	0.7	1.01
"1853"	"YDL156W"	0.44	0.31	0.34	0.35	0.32	0.28	0.4
"1854"	"YDL157C"	4.15	5.99	4.35	3.76	4.51	5.55	5.55
"1855"	"YDL158C"	1.35	1.58	1.45	1.32	1.34	1.46	1.43
"1856"	"YDL159W"	0.55	0.55	0.47	0.46	0.54	0.58	0.55
"1857"	"YDL161W"	0	0	0	0	0	0	0
"1858"	"YDL162C"	0	0	0	0	0	0	0
"1859"	"YDL163W"	0	0	0	0	0	0	0
"1860"	"YDL164C"	0.9	0.7	0.69	0.69	0.8	0.76	0.86
"1861"	"YDL165W"	1.69	2.25	1.96	1.84	2.18	2.25	2.08
"1862"	"YDL166C"	1.78	1.44	1.42	1.38	1.52	1.99	1.97
"1863"	"YDL169C"	0	0	0	0	0	0	0
"1864"	"YDL170W"	0.95	0.75	0.71	0.58	0.64	0.68	0.83
"1865"	"YDL172C"	0	0	0	0	0	0	0
"1866"	"YDL173W"	2.86	2.74	2.58	2.67	3.52	3.8	3.8
"1867"	"YDL174C"	2.03	2.69	3.07	3.16	3.29	2.57	2.41
"1868"	"YDL175C"	0.61	0.62	0.57	0.52	0.61	0.61	0.54
"1869"	"YDL176W"	0.63	0.47	0.49	0.53	0.42	0.56	0.64
"1870"	"YDL177C"	0.81	0.9	0.82	0.8	0.88	0.87	0.87
"1871"	"YDL178W"	0	0	0	0	0	0	0
"1872"	"YDL179W"	0.68	0.61	0.64	0.71	0.91	0.83	0.61
"1873"	"YDL180W"	1.57	3.82	3.17	2.92	2.8	1.53	1.83
"1874"	"YDL181W"	1.83	5.51	4.86	3.54	2.91	1.88	1.59
"1875"	"YDL182W"	4.44	5.47	4.17	3.92	4.63	4.93	4.32
"1876"	"YDL183C"	0.41	0.51	0.55	0.6	0.57	0.5	0.41
"1877"	"YDL184C"	125.56	209.71	166.83	130.89	107.8	92.56	88.78
"1878"	"YDL186W"	0	0	0	0	0	0	0
"1879"	"YDL187C"	0	0	0	0	0	0	0
"1880"	"YDL189W"	0.91	0.66	0.57	0.58	0.75	0.72	0.82
"1881"	"YDL190C"	0	0	0	0	0	0	0
"1882"	"YDL191W"	28.84	37.01	20.82	13.83	13.55	16.68	19.03
"1883"	"YDL192W"	24.24	44	36.74	34.76	35.49	41.05	35.99
"1884"	"YDL193W"	0.99	1.23	1.43	1.35	1.67	1.7	1.63
"1885"	"YDL194W"	0	0	0	0	0	0	0
"1886"	"YDL196W"	0	0	0	0	0	0	0
"1887"	"YDL197C"	0.78	0.86	0.99	0.91	0.89	0.75	0.9
"1888"	"YDL198C"	1.59	3.01	2.85	2.62	2.38	1.78	1.56
"1889"	"YDL199C"	0	0	0	0	0	0	0
"1890"	"YDL200C"	1.57	2.04	2.13	2.38	2.14	2.01	2.39
"1891"	"YDL202W"	1.07	1.55	1.59	1.49	1.38	1	1.04
"1892"	"YDL203C"	0.66	0.43	0.49	0.62	0.67	0.59	0.63
"1893"	"YDL204W"	0.48	2.52	6.55	9.39	5.66	1.28	0.74
"1894"	"YDL205C"	0.65	0.49	0.39	0.44	0.37	0.5	0.48
"1895"	"YDL206W"	0.6	0	0	0	0	0	0
"1896"	"YDL207W"	0.85	0	0	0	0	0	0
"1897"	"YDL208W"	0	0	0	0	0	0	0
"1898"	"YDL209C"	0	0	0	0	0	0	0
"1899"	"YDL210W"	0	0	0	0	0	0	0
"1900"	"YDL211C"	0	0	0	0	0	0	0
"1901"	"YDL212W"	7.45	0	0	0	0	0	0
"1902"	"YDL213C"	3.5	0	0	0	0	0	0
"1903"	"YDL214C"	0	0	0	0	0	0	0
"1904"	"YDL215C"	1.34	1.46	2.02	2.47	2.44	2.39	2.07
"1905"	"YDL216C"	0	0	0	0	0	0	0
"1906"	"YDL217C"	0	0	0	0	0	0	0
"1907"	"YDL218W"	0	0	0	0	0	0	0
"1908"	"YDL219W"	2.32	3.1	2.72	2.13	2.09	2.36	2.43
"1909"	"YDL220C"	0.98	0.93	1.09	1.19	1.08	0.88	0.85
"1910"	"YDL221W"	0	0	0	0	0	0	0
"1911"	"YDL222C"	0	0	0	0	0	0	0
"1912"	"YDL224C"	1.31	1.23	1.47	1.49	1.61	1.14	1.23
"1913"	"YDL225W"	1.44	1.35	1.51	1.31	1.45	1.21	1.55
"1914"	"YDL227C"	1.45	1.35	1.49	1.1	1.21	1.19	0.83
"1915"	"YDL228C"	0	0	0	0	0	0	0
"1916"	"YDL230W"	0.96	1.97	2.18	1.72	1.84	1.56	1.34
"1917"	"YDL231C"	1.22	0.66	0.86	0.84	1.02	1.08	0.99
"1918"	"YDL232W"	3.96	5.05	4.81	4.58	4.27	4.3	3.52
"1919"	"YDL233W"	0.62	0.66	0.98	0.88	1.06	0	0.81
"1920"	"YDL234C"	0.99	1.52	2.32	1.43	1.94	2.63	1.72
"1921"	"YDL235C"	1.67	2.07	1.57	1.45	1.84	2.1	1.67
"1922"	"YDL237W"	1.26	1.69	1.82	1.83	1.85	1.6	1.16
"1923"	"YDL238C"	0.7	1.04	1.37	1.08	1.33	0.87	0.47
"1924"	"YDL239C"	0	0	0	0	0	0	0
"1925"	"YDL241W"	0	0	0	0	0	0	0
"1926"	"YDL242W"	0	0	0	0	0	0	0
"1927"	"YDL243C"	0.82	1.63	4.7	2.05	2.13	2.56	4.39
"1928"	"YDL244W"	0.4	0.53	0.59	0.67	0.54	0.87	0.67
"1929"	"YDL245C"	0	0	0	0	0	0	0
"1930"	"YDL246C"	0	0	0	0	0	0	0
"1931"	"YDL247W"	0	0	0	0	0	0	0
"1932"	"YDL248W"	0.84	1.09	1.06	0.95	0.89	1.08	0.75
"1933"	"YDR003W"	1.6	4.88	4.11	4.31	4.05	2.9	2.53
"1934"	"YDR004W"	0	0	0	0	0	0	0
"1935"	"YDR005C"	1.13	1.29	1.29	1.01	1.18	1.27	1.18
"1936"	"YDR006C"	1.6	0	1.42	1.37	1.55	1.97	1.63
"1937"	"YDR007W"	1.76	2.32	2.27	2.06	2.41	2.15	2.15
"1938"	"YDR008C"	0.69	0.99	0.93	0.84	0.9	0.78	0.79
"1939"	"YDR009W"	0	0	0	0	0	0	0
"1940"	"YDR010C"	0	0	0	0	0	0	0
"1941"	"YDR013W"	0.86	0.85	0.78	0.62	0	0.79	0.86
"1942"	"YDR014W"	0.61	0.56	0.54	0.43	0.41	0.49	0.52
"1943"	"YDR014W-A"	0	0	0	0	0	0	0
"1944"	"YDR015C"	0	0	0	0	0	0	0
"1945"	"YDR016C"	1.32	1.77	2.06	1.75	1.63	1.35	1.29
"1946"	"YDR018C"	0	0	0	0	0	0	0
"1947"	"YDR020C"	0.91	0.58	0.55	0.46	0.52	0.65	0.66
"1948"	"YDR021W"	1.12	0.39	0.36	0.39	0.38	0.55	0.77
"1949"	"YDR024W"	0.82	0.89	0.61	0.5	0.53	0.6	0.61
"1950"	"YDR025W"	19.9	22.7	12.77	5.96	8.37	11.92	12.34
"1951"	"YDR026C"	0.92	0.81	0.72	0.64	0.74	0.69	0.8
"1952"	"YDR029W"	0	0	0	0	0	0	0
"1953"	"YDR030C"	1.12	0.97	1.15	0.97	0.85	1.02	1.12
"1954"	"YDR031W"	1.97	4.19	4.78	5.2	5.81	3.75	2.97
"1955"	"YDR033W"	18.94	16.26	10.22	9.09	9.67	14.16	10.44
"1956"	"YDR034C"	1.2	0.95	1.09	0.91	0.93	0.95	1.06
"1957"	"YDR036C"	1.28	1.47	1.55	1.61	2.06	1.93	0
"1958"	"YDR039C"	3.23	2.23	2.87	2.99	3.27	3.39	3.39
"1959"	"YDR040C"	0	0	0	0	0	0	0
"1960"	"YDR041W"	2.21	4.23	4.73	4.29	4.23	2.45	1.89
"1961"	"YDR042C"	0	0	0	0	0	0	0
"1962"	"YDR043C"	0.38	0.92	0.98	1.1	1.15	0.46	0.59
"1963"	"YDR046C"	1.34	2.03	1.58	1.44	1.45	1.68	0.91
"1964"	"YDR047W"	1.92	2.34	2.11	2.17	2.33	2.79	1.79
"1965"	"YDR048C"	0	0	0	0	0	0	0
"1966"	"YDR049W"	0.82	0.54	0	0.62	0.66	0.58	0.61
"1967"	"YDR051C"	1.21	1.44	1.16	1.13	0.99	1.14	1.01
"1968"	"YDR052C"	0.82	0.69	0.76	0.58	0.72	0	0.62
"1969"	"YDR053W"	0	0	0	0	0	0	0
"1970"	"YDR054C"	1.21	1.43	1.81	1.56	1.75	1.34	1.24
"1971"	"YDR055W"	3.14	4.23	5.24	9.79	11.56	16.12	3.46
"1972"	"YDR056C"	1.69	2.47	2.38	2.38	2.47	2.89	1.82
"1973"	"YDR057W"	0.7	0.71	0.63	0.75	0.69	0.78	0.67
"1974"	"YDR058C"	0.8	1.3	1.57	1.84	1.74	1.59	1.48
"1975"	"YDR059C"	1.32	3.21	3.59	4.84	4.51	4.3	2.15
"1976"	"YDR060W"	1.28	0.48	0.44	0.53	0.39	0.66	0.86
"1977"	"YDR061W"	0.9	1.3	1.27	1.36	1.35	1.17	1.09
"1978"	"YDR063W"	2.08	3.37	2.89	2.84	2.61	2.16	1.91
"1979"	"YDR065W"	0.81	0.87	0.8	0.94	1.06	1.04	0.85
"1980"	"YDR066C"	0.65	0.82	0.88	0.82	0.97	0.87	0.74
"1981"	"YDR067C"	1.11	1.37	1.36	1.25	1.3	1.34	1.11
"1982"	"YDR070C"	1.24	2.63	6.47	6.89	8.48	3.67	1.78
"1983"	"YDR072C"	1.79	2.17	1.99	2.03	2.22	2.57	2.1
"1984"	"YDR073W"	0.87	1.4	1.29	1.18	1.24	1.02	0.83
"1985"	"YDR075W"	0.9	0.51	0.4	0.48	0.57	0.79	0.7
"1986"	"YDR076W"	0.39	0.32	0.32	0.44	0.45	0.42	0.45
"1987"	"YDR077W"	25.25	43.35	56.42	102.4	121.77	120.93	62.17
"1988"	"YDR078C"	0.93	1.28	1.3	1.35	1.43	1.41	1.15
"1989"	"YDR079W"	1.72	2.81	3.05	2.81	3.01	2.69	2.08
"1990"	"YDR080W"	1.72	1.62	1.7	1.43	1.66	1.66	1.57
"1991"	"YDR081C"	0.82	0.47	0.47	0.43	0.62	0.61	0.7
"1992"	"YDR082W"	0.76	0.62	0.58	0.74	0.73	0.85	0.91
"1993"	"YDR083W"	2.48	0.82	0.45	0.45	0.69	1.43	1.88
"1994"	"YDR084C"	1.41	1.94	1.78	1.76	1.61	1.62	1.47
"1995"	"YDR086C"	9.01	13.74	12.13	9.26	9.92	11.16	9.65
"1996"	"YDR087C"	1.95	0.66	0.41	0.41	0.96	1.46	1.83
"1997"	"YDR088C"	0.78	0.61	0.61	0.59	0.67	0.64	0.68
"1998"	"YDR089W"	0.97	0.76	0.85	0.68	0.8	0.43	0.49
"1999"	"YDR090C"	0.85	0.85	0.87	0.97	0.86	0.93	0.97
"2000"	"YDR092W"	2.4	4.15	5.04	4.67	5.07	5.87	3.9
"2001"	"YDR094W"	1.23	1.44	1.28	1.56	1.02	0.91	1.09
"2002"	"YDR095C"	0	0	0	0	0	0	0
"2003"	"YDR096W"	0.6	1.57	2.08	1.69	1.31	0.62	0.63
"2004"	"YDR100W"	1.62	2.84	3.4	3.26	2.58	2.05	1.91
"2005"	"YDR102C"	0	0	0	0	0	0	0
"2006"	"YDR103W"	0.69	0.46	0.55	0.54	0.67	0.69	0.66
"2007"	"YDR104C"	0	0	0	0	0	0	0
"2008"	"YDR105C"	1.08	1.23	1.28	1.41	1.55	1.45	1.44
"2009"	"YDR106W"	0.76	0.45	0.67	0.8	0.55	0.63	0.56
"2010"	"YDR108W"	0.8	0.63	0.67	0.69	0.75	0.6	0.85
"2011"	"YDR109C"	0.45	0.34	0.4	0.47	0.45	0.44	0.49
"2012"	"YDR110W"	0.65	0.28	0.28	0.36	0.34	0.39	0.53
"2013"	"YDR112W"	0	0	0	0	0	0	0
"2014"	"YDR114C"	0	0	0	0	0	0	0
"2015"	"YDR115W"	1.48	2.77	2.99	2.89	2.89	1.74	1.44
"2016"	"YDR116C"	1.53	2.85	2.69	2.38	1.96	1.65	1.21
"2017"	"YDR117C"	1.24	1.24	1.41	1.48	1.57	1.34	1.46
"2018"	"YDR118W"	0.62	0.65	0.62	0.69	0.5	0.45	0.6
"2019"	"YDR119W"	1.66	0.9	0.67	0.7	0.83	0.78	0.98
"2020"	"YDR121W"	1.07	0.7	0.46	0.49	0.61	0.91	0.68
"2021"	"YDR122W"	2.06	3.12	4.03	4.17	3.5	2.17	2.28
"2022"	"YDR123C"	0.43	0.29	0.32	0.43	0.51	0.43	0.58
"2023"	"YDR124W"	0	0	0	0	0	0	0
"2024"	"YDR125C"	0	0	0	0	0	0	0
"2025"	"YDR126W"	0.41	0.28	0.26	0.3	0.25	0.34	0.32
"2026"	"YDR130C"	0.44	0.51	0.54	0.53	0.43	0.35	0
"2027"	"YDR131C"	0.49	0.47	0.54	0.54	0.61	0.56	0.58
"2028"	"YDR132C"	0	0	0	0	0	0	0
"2029"	"YDR133C"	0	0	0	0	0	0	0
"2030"	"YDR134C"	0	0	0	0	0	0	0
"2031"	"YDR135C"	2.53	2.55	2.7	3.1	2.68	1.88	2.03
"2032"	"YDR136C"	0	0	0	0	0	0	0
"2033"	"YDR137W"	0.71	0.57	0.56	0.55	0.56	0.53	0.63
"2034"	"YDR138W"	0.58	0.38	0.45	0.44	0.47	0.4	0.5
"2035"	"YDR139C"	4.18	5.18	4.64	4.39	4.01	4.8	4.15
"2036"	"YDR140W"	1.04	1.23	1.13	1.13	1.12	1.05	1.19
"2037"	"YDR142C"	0.62	0.68	0.62	0.67	0.65	0.73	0.65
"2038"	"YDR143C"	0.86	0.59	0.51	0.44	0.59	0.69	0
"2039"	"YDR144C"	2.17	1.32	1	0.76	0.82	0.67	1.28
"2040"	"YDR145W"	1.19	0.9	0.88	0.79	0.94	0.86	1.02
"2041"	"YDR146C"	0.83	0.63	0.79	0.72	0.75	0.31	0.68
"2042"	"YDR147W"	0.59	0.44	0.38	0.37	0.45	0.4	0.56
"2043"	"YDR149C"	0	0	0	0	0	0	0
"2044"	"YDR151C"	0	0	0	0	0	0	0
"2045"	"YDR152W"	1.95	1.56	1.07	1.13	1.09	1.45	1.7
"2046"	"YDR153C"	0	0	0	0	0	0	0
"2047"	"YDR154C"	0	0	0	0	0	0	0
"2048"	"YDR155C"	0	0	0	0	0	0	0
"2049"	"YDR156W"	1.7	1.46	1.04	1.5	1.33	2.01	1.71
"2050"	"YDR157W"	0	0	0	0	0	0	0
"2051"	"YDR158W"	0	0	0	0	0	0	0
"2052"	"YDR159W"	0.8	0.63	0.72	0.68	0.63	0.58	0.66
"2053"	"YDR160W"	0	0	0	0	0	0	0
"2054"	"YDR161W"	0	0	0	0	0	0	0
"2055"	"YDR162C"	1.01	1.09	1.18	1.14	1.12	1.09	1.12
"2056"	"YDR163W"	0.92	0.92	0.93	0.92	1.02	1.11	0.99
"2057"	"YDR164C"	0.91	0.74	0.82	0.81	0.99	0.96	0.97
"2058"	"YDR166C"	1.23	1.1	1.2	1.17	1.15	1.07	0.89
"2059"	"YDR169C"	0.72	0.86	1.15	1.09	1.22	0.96	0.86
"2060"	"YDR171W"	1.16	27.17	37.64	14.77	14.46	9.03	5.75
"2061"	"YDR172W"	3.96	2.72	2.49	2.37	2.86	3.49	3.85
"2062"	"YDR173C"	0.54	0.71	0.68	0.58	0.62	0.55	0.53
"2063"	"YDR175C"	1.1	1.67	1.84	1.71	1.65	1.19	1.02
"2064"	"YDR176W"	0.88	0.79	0.98	0.89	1.01	0.83	0.86
"2065"	"YDR177W"	3.62	6.13	6.9	6	6.57	5.41	5.26
