	P0	P10	P20	P30	P40	P60	P90	P120	R0	R10	R20	R30	R40	R60	R90
YNL256W									0.83	0.52	0.44	0.46	0.58	0.85	0.89
YNL258C									1.59	1.4	1.41	1.29	1.32	1.09	1.56
YNL260C									0.73	1.27	0.91	1.03	1.24	1.04	0.97
YNL261W									1.02	1.12	1.1	1.12	1.3	1.16	1.1
YNL263C									2.08	2.84	2.71	2.8	2.96	2.62	2.09
YNL264C									1.75	1.9	1.82	1.76	1.82	2.07	1.56
YNL265C									1.52	2.34	2.42	2.13	2.39	1.9	1.68
YNL266W									2	2.69	2.46	2.46	2.95	2.35	2.2
YNL268W									4.03	2.83	2.62	3.09	4.03	4.56	3.76
YNL269W															
YNL270C															
YNL275W									0.46	0.61	0.7	0.71	0.7	0.55	0.53
YNL276C															
YNL277W									0.39	0.59	0.76	0.76	0.69	0.39	0.45
YNL278W									0.54	0.38	0.42	0.56	0.45	0.38	0.56
YNL279W									0.52	0.39	0.46	0.58	0.54	0.77	0.95
YNL280C									2.3	2.86	2.05	2.56	3.42	2.74	2.72
YNL281W									3.13	8.09	8.09	7.55	7.09	6.85	5.56
YNL282W									0.73	0.39	0.31	0.39	0.48	0.83	0.79
YNL283C									1.92	2.12	1.94	2.29	2.56	2.68	2.61
YNL284C									1.18	2.04	2.33	2.11	2.07	1.67	1.3
YNL285W															
YNL286W									1.04	0.98	0.85	0.89	0.92	1.23	1.39
YNL287W									2.66	2.27	2.64	2.5	2.89	2.45	2.61
YNL288W									1.19	1.38	1.31	1.29	1.33	1.55	1.07
YNL289W									0.79	1.24	1.17	1.06	0.95	0.91	0.71
YNL290W									0.94	0.94	0.9	0.85	0.99	1.15	1.08
YNL291C									0.99	0.89	0.71	0.8	0.93	0.92	1.11
YNL292W									1.03	0.68	0.5	0.46	0.57	0.87	0.85
YNL293W									0.53	0.71	0.8	0.82	0.7	0.68	0.61
YNL294C									0.95	0.89	0.96	1.2	1.25	1.26	1.3
YNL295W									0.65	0.61	0.73	0.66	0.65	0.6	0.6
YNL296W															
YNL297C									1.02	0.78	0.95	0.87	0.95	0.72	0.87
YNL298W									1.09	0.79	0.79	0.88	0.89	0.84	0.89
YNL299W									0.8	0.21	0.26	0.26	0.33	0.44	0.65
YNL300W									3.9	3.9	3.12	3.4	4.51	5.29	5.33
YNL303W									2.07	2.38	1.33	0.83	0.75	1.06	1.06
YNL304W									0.77	0.9	0.9	0.92	0.89	0.75	0.79
YNL305C									1.58	4.13	4.65	5.38	4.68	3.11	2.53
YNL306W									1.84	3.32	3.48	3.81	3.78	2.64	2.04
YNL307C						38			2.39	2.73	2.51	2.95	2.83	2.33	2.34
YNL308C									2.71	0.54	0.3	0.35	0.68	1.38	1.98
YNL309W	94	36	85	139	140										
YNL311C									0.97	0.78	0.72	0.61	0.9		0.95
YNL312W						234			2.12	2.64	2.68	2.28	3.37	3.53	2.71
YNL314W									0.47	0.41	0.41	0.38	0.41	0.5	0.49
YNL315C									2.65	4.68	4.74	4.81	4.52	3.55	2.92
YNL316C															
YNL317W									0.47	0.52	0.5	0.52	0.5	0.45	0.48
YNL318C															
YNL319W															
YNL320W									0.84	1.09	0.89	1.11	1.23	1.14	0.88
YNL322C									3.52	3.7	3.8	4.43	4.71	4.98	4.19
YNL323W									1.19	1.29	1.23	1.11	1.08	1.17	1.08
YNL324W															
YNL325C									0.36	0.31	0.36	0.37	0.4	0.35	0.44
YNL326C															
YNL328C									0.66	0.39	0.46	0.53	0.61	0.59	0.56
YNL329C				57											
YNL330C					34				1.04	0.99	0.99	0.95	1.06	1.06	1.06
YNL331C															
YNL332W															
YNL333W															
YNL334C															
YNL335W															
YNL336W									1.05	1.28	1.2	1.24	1.26	1.42	1.3
YNL337W															
YNL338W															
YNL339C									3.54	3.44	3.34	3.21	2.91	2.43	2.43
YNR002C									0.52	0.88	1.52	2.63	1.3	0.65	0.58
YNR003C									1.23	0.68	0.38	0.43	0.45	0.94	1.21
YNR004W									0.73	0.68	0.75	0.8	0.64	0.68	0.64
YNR005C									1.5	1.38	1.89	1.73	1.73	1.99	1.42
YNR006W									0.78	0.9	1.27	1.07	1.11	1.1	0.9
YNR007C									0.85	1.64	1.72	1.63	1.21	1.4	1.28
YNR009W									1.61	1.42	1.37	1.13	1.2	0.63	1.45
YNR010W									0.78	0.73	0.88	0.84	0.79	0.87	0.88
YNR011C									1.34	0.76	0.87	0.92	1.04	1.19	1.33
YNR012W									1.45	0.51	0.36	0.42	0.55	1.11	1.3
YNR013C									1.5	1.03	0.94	1.17	1.22	1.33	1.13
YNR014W									0.55	1.69	3.52	1.76	1.7	0.81	0.65
YNR017W									2.77	2.61	2.79	2.64	3.32	3.19	2.55
YNR018W									2.83	2.71	2.14	2.57	3.03	5.13	4.5
YNR020C									1.18	1.52	1.74	1.53	1.66	1.3	1.17
YNR021W									2.36	2.18	2.12	1.65	1.87	1.22	1.85
YNR022C									1.52	1.96	1.99	2.07	1.96	1.69	1.44
YNR023W					59				0.56	0.55	0.56	0.57	0.59	0.44	0.61
YNR024W									1.56	0.87	0.78	0.92	1	1.44	1.41
YNR025C															
YNR026C									1.11	0.98	0.98	1.1	0.74	1.65	1.63
YNR027W									0.97	0.8	0.63	0.77	0.89	1.49	1.18
YNR028W									1.22	1.67	1.46	1.08	0.91	0.74	1
YNR029C									1.15	1.12	0.79	0.82	0.84	0.97	0.83
YNR032W									0.71	1.09	1.15	1.18	0.93	1.21	0.96
YNR033W									1.04	1.31	1.6	1.77	1.98	1.26	
YNR034W									0.83	1.32	1.36	1.22	0.66	0.74	0.71
YNR035C									1.72	2.59	3.04	3.13	3.4	2.56	1.98
YNR036C									2.34	5.08	5.64	6.34	4.18	3.74	2.96
YNR037C									1.75	3.91	4.78	4.78	5.16	3.62	2.39
YNR038W									1.25	0.53	0.45	0.47	0.65	0.99	1.1
YNR039C									1.35	0.88	0.89	1	1.35	1.7	1.55
YNR040W									1.05	1.29	1.41	1.36	1.09	1.12	0.94
YNR041C									1.22	1.46	1.4	1.54	1.8	1.08	1.18
YNR042W															
YNR044W									1.57	0.85	0.83	1.15	1.34	2.12	1.99
YNR045W									1.27	1.96	2.01	1.68	1.7	1.38	1.21
YNR047W								9	1.07	1.07	1.27	1.1	1.15	0.95	0.93
YNR048W									0.83	0.9	0.86	0.85	0.79	1.1	0.73
YNR049C									1.04	1.26	1.16	1.12	1.36	1.37	1.12
YNR051C									3.27	2.79	3.18	2.81	3.71	3.71	2.59
YNR052C									1.35	1.32	1.31	1.2	1.43	1.22	1.34
YNR054C									1.1	0.42	0.34	0.31	0.47	0.74	0.94
YNR055C									1.73	1.51	1.35	1.49	1.48	1.49	1.54
YNR056C									0.95	0.99	0.95	1.02	0.83	0.89	1.1
YNR057C						425			1.3	1.32	1.14	1.62	0.95	0.88	0.8
YNR058W									0.68	0.73	0.64	0.67	0.59	0.64	0.74
YNR060W															
YNR061C									2.27	2.69	1.97	1.91	2.16	2.53	2.25
YNR062C															
YNR063W															
YNR064C															
YNR066C															
YNR067C									2.13	2.84	1.71				1.34
YNR068C									1.7	2.18	2.27	1.89	1.64	1.87	1.7
YNR069C									1.75	1.5	1.73	1.43	1.88	1.57	2.8
YNR070W															
YNR071C									0.95	1.7	1.43	2.31	2.07		1.03
YNR072W															
YNR073C									0.42	0.44	0.42	0.57	0.52		0.22
YNR074C									0.99	1.96	1.97	2.09	2.07	1.57	1.5
YNR075W									0.35	0.17	0.17	0.21	0.21	0.51	0.42
YNR076W									1.01	1.03	0.9	0.95	1.04	1.09	1.33
YNR077C									0.13	0.11	0.11	0.08	0.1	0.1	0.08
YOL001W									1.1	1.16	1	1.01	1.1	1.05	1.18
YOL002C									2.65	1.64	1.06	1.14	1.08	2.6	2.73
YOL003C									0.66	0.72	0.68	0.64	0.73	0.59	0.73
YOL004W							17		1.22	1.01	1.03	1.05	1.02	0.93	0.98
YOL005C					384				1.75	2.96	2.65	2.28	2.44	2.07	2.2
YOL006C									1.34	0.67	0.7	0.64	0.98	1.04	1.3
YOL007C									0.98	0.7	0.65	0.67	1.09	1.22	1.45
YOL008W									0.83	0.89	0.79	0.86	0.94	0.95	0.83
YOL010W									2.16	0.71	0.48	0.65	0.86	1.99	1.94
YOL011W									0.81	0.57	0.59	0.62	0.78	1.36	1.08
YOL012C									2.17	2.8	2.32	1.99	1.91	1.85	2.18
YOL013C									0.68	1.11	1.23	1.16	1.35	1.25	1.27
YOL014W									1.25	0.9	0.57	0.41	0.36	0.65	0.46
YOL015W									0.6	0.65	0.7	0.48	0.57		0.46
YOL016C									2.6	5.21	6.15	6.15	4.47	12.91	6.02
YOL017W					8				0.56	0.53	0.51	0.51	0.55	0.42	0.48
YOL018C															
YOL020W									1.56	1.18	1.11	1.33	1.42	1.63	1.49
YOL022C									1.67	0.97	0.52	0.55	0.7	1.51	1.77
YOL023W					96				0.8	0.78	1.08	1	1.01	0.65	0.82
YOL024W															
YOL025W									0.72	0.77	0.97	0.98	1.06	0.84	1.05
YOL026C									1.55	2.54	2.45	2.21	2.64	2.45	1.99
YOL027C									1.7	1.48	1.94	1.71	2.01	1.65	1.87
YOL028C									0.65	0.54	0.48	0.44	0.57	0.44	0.48
YOL029C									1.32	1.24	1.19	1.1	1.15	0.94	1.35
YOL030W									3.01	3.94	3.58	4.02	4.28	4.5	4.28
YOL031C		39							1.06	1.32	2.29	2.67	3.57	4.92	4.25
YOL032W									0.8	2.69	2.97	2.04	1.81	1.72	1.52
YOL033W									0.94	1.16	1.65	1.27	1.53	1.14	1.01
YOL034W								26	1.69	0.91	0.93	1.06	1.3	1.05	1.56
YOL035C															
YOL036W									1.45	1.33	1.49	1.35	1.61	1.64	1.82
YOL037C															
YOL042W									1.06	1.08	0.96	0.94	1.06	1.06	1.18
YOL043C									0.89	0.94	1.07	1.11	0.97	0.97	1.05
YOL044W									0.92	0.77	0.79	0.76	1.04	1.35	1.1
YOL045W									0.6	0.49	0.48	0.47	0.52	0.56	0.61
YOL046C															
YOL047C															
YOL048C									1.07	3.03	2.33	2.14	2.62	1.56	1.22
YOL050C															
YOL051W									1.38	1.45	1.53	1.32	1.42	1.23	1.45
YOL052C	51	59			95	42		93							
YOL053W									1.01	2.6	3.16	1.87	2.25	1.33	1.15
YOL054W									0.69	0.53	0.56	0.61	0.51	0.79	0.88
YOL061W									3.98	2.63		2.1	2.63	3.54	3.23
YOL062C									0.87	1.13	1.06	1.04	1.06	0.99	0.85
YOL063C									0.79	0.72		0.84	1	0.84	0.94
YOL066C					18				0.44	0.37	0.38	0.4	0.48	0.41	0.5
YOL069W					158										
YOL070C									1.03	0.82	0.89	0.93	1.02	0.88	0.95
YOL071W									1.08	2.46	2.74	2.63	2.74	2.11	1.36
YOL072W									0.76	0.72	0.71	0.77	0.62	0.85	0.76
YOL073C									1.48	2.5	2.35	2.85	2.27	1.74	
YOL075C									0.65	0.54	0.57	0.68	0.77	0.75	0.78
YOL076W									0.91	0.49	0.52	0.48	0.57	0.52	0.77
YOL077C								99	4.18	1.84	0.63	0.58	0.79	2.38	2.87
YOL078W									1.23	0.88	0.91	0.81	0.84	0.83	0.96
YOL079W															
YOL080C									1.24	0.52	0.51	0.46	0.57	0.82	0.94
YOL082W									0.94	2.48	3.37	3.25	2.62	1.64	1.58
YOL084W															
YOL085C															
YOL088C									1.2	1.92	1.92	2.15	2.06	1.83	1.72
YOL089C									1.25	1.05	0.99	0.93	1.31	1.13	1.36
YOL090W									1.17	0.96	1.18	1.09	1.27	0.95	1.31
YOL091W								33							
YOL092W									2.89	1.65	1.09	1.09	1.44	2.06	2.6
YOL093W									0.88	0.52	0.41	0.48	0.49	0.65	0.67
YOL094C									1.16	1.21	1.16	1.08	1.13	1.09	1.24
YOL095C									0.69	0.58	0.6	0.6	0.63	0.41	0.65
YOL096C									0.76	1.63	1.75	1.61	1.52	0.94	0.87
YOL098C									1.23	0.89	1.2	1.29	1.48	1.27	1.81
YOL099C															
YOL100W									0.63	0.67	0.79	0.68	0.74	0.48	0.69
YOL101C									1.3	0.39	0.27	0.34	0.34	1.7	1.9
YOL102C									1.2	1.25	1.07	1.03	1.15	1.26	1.34
YOL103W									2.02	1.57	1.7	1.7	2.24	2.24	2.47
YOL104C									0.39	0.3	0.3	0.37	0.53	0.96	0.79
YOL105C									0.49	0.42	0.41	0.46	0.44	0.62	0.59
YOL106W									1.03	1.07	1.03	0.92	1.27	1.51	1.49
YOL107W									0.72	0.8	0.8	1.03	1.13	0.9	1.04
YOL108C									1.28	2.09	2.18	1.91	1.98	1.9	1.62
YOL109W									26.07	31.65	15.39	7.81	8.6	23.99	30.58
YOL110W									0.86	1.23	0.86	0.78	0.65	1.18	0.88
YOL112W									0.91	0.82	0.8	0.98	1.18	1.21	1.56
YOL113W							74		0.5	0.48	0.59	0.56	0.51	0.39	0.57
YOL114C									0.5	0.66	0.59	0.46	0.47	0.45	0.36
YOL115W									0.96	0.6	0.52	0.47	0.59	0.66	0.77
YOL116W									0.81	0.9	1.17	1.06	1.01	0.81	1.02
YOL117W									0.83	1	1.35	1.21	1.54	0.87	0.87
YOL118C															
YOL119C									1.05	3.08	3.33	4.04	5.48	3.08	2.61
YOL120C									27.78	33.04	21.65	14.68	13.32	15.31	22.56
YOL121C									26.25	34.64	20.74	13.4	12.59	18.06	21.03
YOL122C									1.72	1.78	1.96	2.17	2.6	2.13	2.13
YOL124C									2.45	0.76	0.51	0.81	0.95	1.88	2.64
YOL125W									0.94	0.36	0.21	0.29	0.34	0.79	0.85
YOL126C	10								1.76	1.08	1.09	1.08	0.95	0.51	1.24
YOL128C				192					0.59	0.37	0.32	0.54	0.51	0.58	0.7
YOL129W									3.47	6	6.75	7.54	7.39	6.26	4.68
YOL131W															
YOL132W															
YOL133W									1.86	3.16	3.25	3.53	3.74	2.77	2.25
YOL134C									0.91	1.41	1.86	1.61	1.53	1.32	1.14
YOL135C									0.47	0.55	0.56	0.54	0.64	0.53	0.55
YOL136C									1.63	1.4	1.09	1.19	1.17	1.19	1.09
YOL137W									0.53	0.39	0.34	0.37	0.46	0.45	0.49
YOL139C									8.03	9.16	6.57	5.05	5.88	8.73	8.09
YOL141W									0.49	0.22	0.13	0.27	0.2	0.43	0.42
YOL142W		15							1.28	0.84	0.73	0.83	0.91	1.42	1.55
YOL144W									1.14	0.8	0.53	0.6	0.73	0.83	0.92
YOL145C	44								1.74	1.27	1.16	0.97	1.22	1.04	
YOL146W									1.1	0.93	0.91	0.9	0.85	1.09	1.42
YOL148C									0.8	0.79	0.9	0.8	0.88	0.66	0.94
YOL149W									1.28	1.14	0.95	0.9	1.01	1.13	1.15
YOL150C									0.89	17.17	12.06	7.17	5.66	6.64	6.07
YOL152W									0.29	0.47	0.44	0.6	0.75	0.51	0.63
YOL153C		26		63				59							
YOL154W									0.55	0.51	0.48	0.69	0.58	0.73	0.63
YOL155C		44							0.72	0.74	0.87	1.17	1.11	1.04	0.98
YOL156W															
YOL157C									0.22	0.39	0.34	0.31	0.28	0.25	0.25
YOL158C									1.17	1.31	0.98	0.79	0.81	0.65	0.89
YOL159C									0.81	1.13	1.22	1.05	1.19	1.21	1.2
YOL160W															
YOL161C									0.25	0.23	0.16	0.23	0.29	0.36	0.31
YOL162W							138								
YOL163W															
YOL164W									0.44	0.43	0.41	0.47	0.42	0.66	0.52
YOL165C									0.42	1.55	1.63	2.5	3.44	3.41	1.92
YOL166C															
YOR002W									1.12	1.01	1.06	1.24	1.4	1.96	1.67
YOR003W									0.36	0.41	0.48	0.59	0.67	0.46	0.41
YOR004W									3.89	0.93	0.58	0.58	0.9	2.33	2.64
YOR005C									0.47	0.52	0.53	0.55	0.62	0.53	0.5
YOR006C									0.96	0.61	0.53	0.53	0.57	0.84	0.91
YOR008C									1.4	1.89	1.84	1.54	1.41	1.59	1.34
YOR008C-A															
YOR009W									1.56	1.23	1.14	1.27	1.18	0.98	0.93
YOR010C									3.09	2.78	2.31	2.37	2.01	1.76	1.7
YOR011W							15		0.74	0.36	0.39		0.41	0.53	0.53
YOR012W									1.02	1.09	0.99	1.09	0.82	1.01	0.7
YOR013W									0.82	0.71	0.65	0.68	0.72	0.82	0.81
YOR014W									1.06	1.04	1.12	1.17	1.12	0.82	0.88
YOR015W									1.81	2.1	1.85	1.81	2.03	1.58	1.66
YOR016C									1.3	1.37	1.23	1.13	1.04	1.08	0.94
YOR017W									0.88	0.89	0.94	0.75	0.85	0.61	0.75
YOR018W									0.7	1.03	1.17	1.19	1.08	0.7	0.69
YOR019W									0.66	0.9	1.24	1.26	1.25	1.16	0.61
YOR022C					23				0.51	0.8	0.82	0.79	0.82	0.62	0.63
YOR023C									0.81	1.07	1.21	1.29	1.42	1.42	1
YOR024W															
YOR025W				20					0.55	0.5	0.52	0.5	0.52	0.28	0.48
YOR026W									0.97	0.76	0.67	0.61	0.68	0.83	1.08
YOR028C									0.67	3.79	2.32	2.02	1.29	0.48	0.54
YOR029W															
YOR030W		30							0.72	0.58	0.69	0.64	0.7	0.59	0.71
YOR031W									1.23	1.63	1.5	2.18	2.15	1.61	1.34
YOR032C															
YOR034C							70		0.84	0.44	0.42	0.5	0.56	0.78	0.9
YOR035C									0.71	0.68	0.84	0.85	0.92	1.06	0.92
YOR036W									0.72	1.5	1.73	1.28	1.29	1.87	0.97
YOR037W								11	0.64	0.73	0.7	0.74	0.83	0.95	0.89
YOR038C									0.75	0.63	0.75	0.61	0.62	0.58	0.71
YOR039W								253	2.12	2.16	1.87	1.57	1.82	1.72	1.91
YOR040W									0.51	0.57	0.49	0.58	0.62	0.81	0.44
YOR041C									2.25	2.45	2.43	3.18	3.43	2.69	2.36
YOR043W									1.16	0.88	0.88	0.83	1.03	1	0.89
YOR044W									1.38	1.48	3.71	1.39	1.61	2.41	1.38
YOR045W									10.47	15.12	14.11	16.09	16.54	15.54	11.22
YOR046C				22					4.34	4.22	3.48	2.94	3.38	3.65	4.85
YOR047C									1.59	0.88	0.65	0.81	0.84	1.21	1.21
YOR048C									1.61	1.05	0.79	1.2	1.16	1.25	1.49
YOR049C									0.51	1.5	0.83	0.58	0.43	0.41	0.4
YOR050C															
YOR051C				11					2.22	1.78	1.17	1	1.22	1.65	1.73
YOR053W									0.69	0.8	0.94	0.76	0.9	0.79	0.69
YOR054C						46			0.82	1.09	1.53	1.27	1.43	0.91	1.12
YOR055W															
YOR056C									1.67	0.68	0.42	0.85	0.68	1.11	1.62
YOR057W									0.95	0.99	0.95	0.93	1.17	1.22	1.26
YOR058C									0.98	0.99	1.03	0.98	1.1	0.81	0.89
YOR059C									1.27	2.47	3.35	3.31	3.08	4.01	2.15
YOR060C									1.01	1.12	1.15	1.08	1.03	1.26	1.06
YOR062C									1.12	1.67	2.01	2.16	1.56	1.9	1.17
YOR064C									1.33	1.52	1.33	1.31	1.2	1.15	1.41
YOR065W							166		4.5	8.46	8.4	6.73	8.29	4.47	4.32
YOR066W									0.81	0.61	0.66	0.72	0.93	0.77	0.55
YOR067C				27					1.56	1.28	1.17	1.24	1.5	1.61	1.61
YOR068C															
YOR069W								61	0.92	1.05	1.41	1.23	1.39	1.24	1.21
YOR070C									0.53	0.66	0.76	0.68	0.62	0.54	0.64
YOR071C									0.42	0.33	0.33	0.46	0.59	0.62	0.63
YOR072W															
YOR073W			36						1.03	0.91	0.91	0.68	0.82	0.43	0.99
YOR074C								20	0.84	1.02	0.97	0.86	0.83	1.03	1.03
YOR075W								45	0.91	0.92	0.98	0.85	0.94	0.76	1.04
YOR076C									0.84	0.85	0.95	0.92	0.91	0.64	0.92
YOR077W									0.45	0.31	0.38	0.45	0.48	0.39	0.46
YOR078W									1.94	0.86	0.7	0.76	0.99	1.25	1.82
YOR079C									1.61	1.73	1.35	1.43	1.68	1.8	1.64
YOR080W									0.73	0.67	0.68	0.71	0.59	0.69	0.78
YOR081C									0.83	0.76	0.73	0.87	0.99	0.92	1.03
YOR082C															
YOR083W															
YOR084W									0.81	0.96	0.95	0.93	0.77	1.31	1.09
YOR085W									1.77	1.77	1.73	1.85	2.02	2.07	2.02
YOR086C									2.03	2.08	2.65	2.65	2.44	1.69	1.91
YOR087W	100														
YOR088W									0.78	1.29	1.32	1.47	1.49	1.07	1.02
YOR089C									1.56	2.32	2.34	2.21	2.11	2.09	1.77
YOR090C									0.61	0.91	0.87	0.9	0.53	0.71	0.79
YOR091W									1.43	0.57	0.34	0.43	0.58	0.98	1.37
YOR093C					8				1.17	0.82	0.98	1.07	1.05	0.79	1.04
YOR094W									1.47	1.2	1.01	0.92	0.87	1.25	1.26
YOR097C									1.1	2.04	1.78	1.75	1.72	1.43	1.26
YOR098C									1.15	0.63	0.61	0.63	0.72	0.84	0.87
YOR099W									3.81	4.38	3.71	4.63	5.43	7.36	6.36
YOR100C															
YOR101W									1.2	0.93	0.66	0.69	0.79	1.04	1.02
YOR102W									1.13	1.44	1.29	1.45	1.33	2.03	1.51
YOR103C									2.44	3.15	2.73	2.88	3.29	4.28	3.03
YOR105W									0.84	0.68	0.74	0.84	0.97	0.9	0.81
YOR106W									1.29	1.17	1.07	1.13	0.96	1.07	1.18
YOR107W									0.64	0.45	0.36	0.41	0.45	1.14	0.73
YOR108W									2.22	1.48	0.98	1.31	1.46	1.9	2.01
YOR110W									1.42	1.64	1.66	1.6	1.45	1.35	1.55
YOR111W									0.55	0.63	0.62	0.64	0.69	0.72	0.59
YOR112W	9								0.81	0.69	0.79	0.77	0.83	0.68	0.82
YOR113W									0.49	0.46	0.56	0.51	0.61	0.39	0.53
YOR114W															
YOR115C									1.53	1.76	1.49	1.38	1.51	1.74	1.8
YOR116C									2.14	0.95	1.18	0.99	1.14	1.71	1.57
YOR118W			66												
YOR119C									1.44	0.49	0.59	0.56	0.69	0.83	1.07
YOR121C															
YOR125C									1.2	2.24	2.33	2.42	2.38	1.57	1.29
YOR126C									0.65	0.75	0.75	0.77	0.86	1.09	0.74
YOR127W									0.92	0.5	0.53	0.59	0.75	0.75	0.85
YOR129C									0.75	0.4	0.4	0.35	0.51	0.43	0.6
YOR130C									0.75	1.05	0.96	0.92	0.89	0.94	0.92
YOR131C									1.42	2.08	1.77	1.64	1.62	1.61	1.28
YOR132W									0.94	1.57	1.66	1.25	1.31	1.01	0.95
YOR133W									23.14	15.69	10.21	9.27	10.64	16.25	17.17
YOR134W									1.81	2.68	3.12	3.1	4.51	23.14	2.72
YOR135C									1.14	1.59	1.6	1.6	1.4	1.2	0.85
YOR137C									0.4	0.54	0.57	0.65	0.69	0.99	0.6
YOR138C									0.84	0.86	0.95	1.04	1.14	1.18	1.17
YOR139C															
YOR140W															
YOR141C									0.91	0.49	0.66	0.6	0.73	0.74	0.88
YOR143C									1.01	1.01	0.82	0.87	0.82	0.89	0.92
YOR144C									1.12	0.93	0.86	0.81		0.77	1.05
YOR145C									2.35	0.77	0.45	0.7	0.77	1.88	1.92
YOR146W									1.37	0.49	0.33	0.37	0.49	0.96	1.03
YOR147W									0.8	0.64	0.65	0.62	0.67	0.72	0.75
YOR148C									1.49	1.33	1.36	1.48	1.37	1.67	1.81
YOR149C									0.69	0.53	0.45	0.56	0.63	0.8	0.92
YOR150W									1.57	2.26	2.82	2.55	2.28	1.92	1.68
YOR152C									0.89	1.51	1.55	1.61	1.52	1.26	1.66
YOR153W									6.22	8.32	7.81	6.85	6.53	5.49	7.71
YOR154W									0.8	0.41	0.42	0.56	0.55	0.65	0.71
YOR156C									0.29	0.32	0.32	0.35	0.37	0.32	0.3
YOR159C									2.08	2.87	2.38	2	1.85	1.88	1.73
YOR160W									0.84	0.66	0.76	0.72	0.86	0.64	0.74
YOR161C									0.89	3.79	6.12	5.87	4.36	1.05	1.11
YOR162C									0.67	0.96	1.33	1.26	1.4	0.79	0.82
YOR163W									2.09	3.23	2.98	2.82	2.8	2.68	2.5
YOR164C									2.22	2.62	2.62	2.34	2.23	2.2	2.69
YOR166C									1.21	0.98	0.89	0.85	0.77	1.07	1.12
YOR167C									17.41	27.13	15.37	11.81	9.73	12.92	12.4
YOR169C									2.54	2.42	1.5	1.37	1.6	2.11	2.01
YOR170W															
YOR171C		11							0.91	0.91	0.95	1.01	0.95	0.82	0.85
YOR172W	12								1.27	1.14	1.36	1.28	1.21	1.61	1.36
YOR173W									1.18	3.7	5.06	3.6	3.41	2.43	3.05
YOR174W									1.71	1.74	1.63	1.6	1.61	1.67	1.8
YOR175C									1.65	1.5	1.21	1.1	1.19	1.3	1.65
YOR176W									1.96	2.95	2.99	2.87	2.93	3.16	2.64
YOR177C															
YOR178C					7				0.48	0.92	1.38	1.1	0.47	0.34	0.36
YOR179C									1.36	1.57	1.4	1.39	1.18	1.3	1.11
YOR180C															
YOR181W									0.68	0.87	0.89	1.02	1.02	0.58	0.66
YOR182C									37.85	52.06	33.64	25.32	23.14	24.97	27.71
YOR183W															
YOR185C									1.86	3.63	4.99	5.31	7.4	7.2	3.63
YOR186W															
YOR187W									4.72	9.38	9.71	10.56	9.78	5.21	4.5
YOR189W									1.26	1.48	1.51	1.58	1.71	1.65	1.65
YOR190W															
YOR192C															
YOR193W									0.57	0.73	0.67	0.65	0.74	0.76	0.82
YOR194C									1.71	1.55	1.72	1.61	1.83	1.44	1.76
YOR195W					28				0.78	0.35	0.37	0.35	0.37	0.32	
YOR196C		7							1.18	1.13	1.01	0.92	0.89	1.15	1.16
YOR197W									1.97	2.07	1.68	1.66	1.75	2.31	2.2
YOR199W															
YOR200W				170					0.61	0.7	0.65	0.72	0.61	0.62	0.5
YOR201C									0.73	0.84	0.84	0.94	0.96	0.74	0.73
YOR203W									1.68						
YOR205C									1.05						
YOR207C								59	1.66	0.48	0.25	0.27			1.29
YOR209C	619	535	249	564	577	361	459	474	3.05						
YOR211C									1.17	1.12	1.26	1.51	1.23	1.27	0.84
YOR212W					139				3.72	3.35	2.82	2.72	2.9	2.45	2.82
YOR213C									1.35	1.04	0.77	0.83	1	1.27	1.51
YOR214C															
YOR215C									2.25	4.59	5.97	5.2	4.82	2.75	2.41
YOR216C									1.15	0.78	0.85	0.64	0.83	0.69	0.98
YOR217W						52			0.98	0.73	0.73	0.67	0.71	0.64	0.7
YOR218C									0.8	0.77	0.73	0.59	0.7	0.52	0.72
YOR219C									0.7	0.77	0.83	0.87	0.8	0.82	0.77
YOR220W									1.4	3.7	4.5	4.17	3.68	5.89	3.2
YOR221C									1.09	1	1.02	0.99	1.18	1.44	1.24
YOR222W									1.35	1.4	1.08	0.77	0.81	1.01	1.05
YOR223W				629					0.59		0.81	0.51	0.61	0.69	0.57
YOR224C									4.39	3.69	2.32	1.71	2.24	2.63	3.83
YOR225W									0.76	2.84	1.75	1.32	1.5	1.08	1.4
YOR226C									1.38	5.64	3.8	2.78	3.17	2.08	3
YOR228C									0.65	1.06	1.15	1.15	0.91	1.1	0.69
YOR229W									0.96	0.66	0.65	0.73	0.73	1.1	0.81
YOR231W									0.82	0.56	0.56	0.61	0.7	0.82	0.86
YOR235W															
YOR236W									1.35	0.94	0.61	0.77	0.97	2.62	2.64
YOR237W					47				0.34	0.2	0.18	0.2	0.22	0.27	0.28
YOR238W									1.78	1.52	1.4	1.73	1.81	2.41	2.57
YOR240W															
YOR241W									1.41	1.52	1.35	1.27	1.44	1.34	1.47
YOR242C									0.77	0.57	0.58	0.5	0.52	0.51	
YOR244W									1.53	1.31	1.64	1.64	1.57	1.46	1.82
YOR245C									0.88	1.1	1.19	1.17	1.43	1.2	1.16
YOR246C									2.83	2.18	2.12	2.02	2.3	2.77	3.98
YOR247W									5.44	5.91	5.18	5.67		6.47	8.71
YOR248W									8.09	8.74	8.04	8.15	8.74	8.26	11.85
YOR249C									0.66	0.61	0.66	0.62		0.58	
YOR250C									1.04	1.13	1.46	1.28	1.46	1.39	1.3
